thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
1, 1, 224835,12804,974853, 0,0,10000,89,21
1, 1, 222751,12128,963722, 0,0,10000,88,21
1, 1, 221940,12189,960529, 0,0,10000,88,21
4, 4, 804793,44253,3482882, 161,0,10000,320,78
4, 4, 798255,44059,3457432, 69,0,10000,318,77
4, 4, 776821,42319,3361534, 236,0,10000,309,75
8, 8, 1318028,73042,5706000, 168,0,10000,115,127
8, 8, 1332823,72285,5765972, 220,0,10000,121,129
8, 8, 1455512,80071,6301088, 179,0,10000,171,141
16, 16, 2250546,123800,9743070, 474,0,10000,77,218
16, 16, 2284436,125166,9886085, 411,0,10000,90,221
16, 16, 2216332,121132,9593027, 389,0,10000,64,215
32, 32, 2543783,139065,11008250, 317,0,10001,194,247
32, 32, 2638378,145055,11423325, 289,0,10001,231,256
32, 32, 2710733,148347,11734532, 292,0,10001,261,263
48, 48, 2766808,151651,11974218, 428,0,10002,284,268
48, 48, 2649072,145628,11468931, 758,0,10002,237,257
48, 48, 2668469,146635,11548536, 357,0,10001,243,259
