thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
New Cap: 2147483648, Root idx: 1
1, 1, 222925,12025,963587, 0,0,10000,88,0
New Cap: 2147483648, Root idx: 1
1, 1, 214739,11921,929641, 0,0,10000,85,0
New Cap: 2147483648, Root idx: 1
1, 1, 267358,14673,1156777, 0,0,10000,106,0
4, 1, 413795,23193,1792552, 196303,0,10000,127,0
4, 1, 412481,22674,1785599, 188310,0,10001,127,0
4, 1, 414704,22626,1793891, 190040,0,10000,127,0
8, 1, 436583,23462,1887127, 475751,0,10000,134,0
8, 1, 462659,25107,2002011, 443569,0,10000,142,0
8, 1, 461155,25082,1994878, 452322,0,10000,142,0
16, 1, 429175,22921,1855199, 802874,0,10000,132,0
16, 1, 364918,20277,1579636, 908799,0,10001,112,0
16, 1, 401286,22468,1737743, 866949,0,10001,123,0
32, 1, 262846,14293,1137612, 1229112,0,10004,81,0
32, 1, 266373,14629,1152428, 1201835,0,10004,82,0
32, 1, 262121,14457,1134971, 1210147,0,10002,81,0
48, 1, 284687,15943,1232344, 1247989,0,10008,87,0
48, 1, 267798,14887,1159526, 1260046,0,10007,82,0
48, 1, 322150,17355,1393547, 1198747,0,10009,99,0
