thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
1, 1, 282300,0,0, 0,0,9992,118,29
1, 1, 304878,0,0, 0,0,9991,128,31
1, 1, 303278,0,0, 0,0,9992,127,31
4, 1, 724939,335755,0, 0,0,9995,229,67
4, 1, 707365,331502,0, 0,0,9995,224,66
4, 1, 734261,345829,0, 0,0,9995,232,68
8, 1, 865512,800717,0, 0,0,9997,270,79
8, 1, 868806,810810,0, 0,0,9997,271,80
8, 1, 805080,758244,0, 0,0,9997,251,74
16, 1, 772401,1184636,0, 0,0,9999,237,70
16, 1, 773136,1135975,0, 0,0,10001,213,63
16, 1, 735835,1105490,0, 0,0,10000,203,60
32, 1, 578709,1368127,0, 0,0,10004,158,46
32, 1, 533439,1363676,0, 0,0,10007,145,43
32, 1, 616330,1482968,0, 0,0,10005,168,49
48, 1, 416320,1425511,0, 0,0,10012,112,33
48, 1, 409849,1421437,0, 0,0,10011,110,32
48, 1, 408321,1423871,0, 0,0,10020,109,32
