thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
1, 1, 262105,14183,1133679, 0,0,10000,104,0
1, 1, 284408,15773,1231860, 0,0,10000,113,0
1, 1, 282932,15274,1223787, 0,0,10000,112,0
4, 1, 561037,30662,2427900, 29827,0,10000,173,0
4, 1, 550995,29265,2382487, 28112,0,10000,169,0
4, 1, 534365,29258,2311570, 29806,0,10000,164,0
8, 1, 733784,40354,3175600, 103798,0,10000,226,0
8, 1, 737072,40575,3189746, 86403,0,10000,227,0
8, 1, 733032,40965,3175396, 83421,0,10000,226,0
16, 1, 855011,46307,3697443, 184912,0,10001,263,0
16, 1, 850600,46656,3681316, 185124,0,10000,262,0
16, 1, 879878,49047,3811997, 170147,0,10001,272,0
32, 1, 959647,54034,4156607, 305412,0,10001,296,0
32, 1, 953690,52595,4129368, 288998,0,10001,294,0
32, 1, 958856,52092,4148555, 298328,0,10001,296,0
48, 1, 966899,53840,4186190, 366761,0,10002,298,0
48, 1, 965948,53186,4182522, 355176,0,10002,298,0
48, 1, 983878,53843,4258181, 353727,0,10002,303,0
