thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
1, 1, 279876,15236,1210997, 0,0,10000,111,0
Idx: 51200, Prev_cap: 51200, Cur_cap: 102400,  Table:"history"
1, 1, 290937,15967,1259081, 0,0,10000,116,0
1, 1, 289654,15497,1252298, 0,0,10000,114,0
4, 4, 953454,52519,4125485, 209,0,10000,380,0
4, 4, 950050,51746,4110729, 222,0,10000,378,0
4, 4, 844279,46240,3653893, 86,0,10000,336,0
8, 8, 1694877,93830,7335884, 423,0,10000,265,0
8, 8, 1723840,94499,7460710, 305,0,10001,277,0
8, 8, 1753271,96798,7592294, 256,0,10000,289,0
16, 16, 2827438,156014,12238246, 436,0,10000,307,0
16, 16, 2755200,151755,11927654, 327,0,10000,278,0
16, 16, 2724378,151531,11798750, 363,0,10000,266,0
32, 32, 3243197,179943,14046701, 414,0,10001,64,0
32, 32, 3204597,175199,13867432, 417,0,10001,47,0
32, 32, 3257306,179043,14101983, 426,0,10001,70,0
48, 48, 3499003,192151,15144462, 404,0,10002,166,0
48, 48, 3301433,180981,14288634, 608,0,10002,87,0
48, 48, 3431998,187694,14851780, 874,0,10002,138,0
