thread_num,wh_num,success,abort,pc_success,pc_abort,mmap_cnt,total_time,log_size,flush_size
1, 1, 255103,14018,1104524, 0,0,10000,101,24
1, 1, 268293,14832,1161757, 0,0,10000,106,26
1, 1, 243446,12959,1053312, 0,0,10000,97,23
4, 1, 417356,22657,1805924, 340704,0,10000,128,38
4, 1, 407542,23248,1767115, 368415,0,10000,126,37
4, 1, 446508,24127,1931202, 308479,0,10000,137,40
8, 1, 434843,23468,1882040, 715029,0,10000,134,39
8, 1, 444108,24007,1921448, 752658,0,10000,137,40
8, 1, 435704,24289,1887763, 742043,0,10000,134,39
16, 1, 373610,21010,1618302, 1154544,0,10001,115,34
16, 1, 354637,19100,1534415, 1158070,0,10000,109,32
16, 1, 408603,22704,1770062, 1094498,0,10001,126,37
32, 1, 257491,13789,1113085, 1491252,0,10002,79,23
32, 1, 243689,13483,1054928, 1498577,0,10003,75,22
32, 1, 247316,13532,1071204, 1510117,0,10002,76,22
48, 1, 244057,13587,1055318, 1530111,0,10007,75,22
48, 1, 299431,16056,1295494, 1467873,0,10003,92,27
48, 1, 250692,13903,1085269, 1525681,0,10008,77,22
